2.588107375,1
2.590252375,0
2.590939958,1
2.591142542,0
2.592213792,1
2.592477708,0
2.593079750,1
2.593812333,0
2.594854417,1
2.595170042,0
2.595743625,1
2.596504750,0
2.597521458,1
2.597840667,0
2.598411292,1
2.598730333,0
2.599300208,1
2.599620042,0
2.600189542,1
2.600535083,0
2.601079167,1
2.601428000,0
2.601995958,1
2.602318083,0
2.602885417,1
2.603232250,0
2.603774958,1
2.604122500,0
2.604664000,1
2.605011875,0
2.605553292,1
2.605901625,0
2.606443458,1
2.606791792,0
2.607332167,1
2.607681542,0
2.608221333,1
2.608624083,0
2.609138875,1
2.609513792,0
2.610028083,1
2.610403375,0
2.610917125,1
2.611292958,0
2.611807083,1
2.612182667,0
2.612696042,1
2.613072167,0
2.613585417,1
2.613961708,0
2.614475125,1
2.614851292,0
2.615364292,1
2.616129792,0
2.616642625,1
2.631512833,0
2.632083708,1
2.632402875,0
2.633417458,1
2.633738208,0
2.634306792,1
2.635072542,0
2.636085500,1
2.636432917,0
2.636974417,1
2.637767167,0
2.638308958,1
2.638657708,0
2.639643000,1
2.639992042,0
2.640532458,1
2.640881542,0
2.641421542,1
2.641796792,0
2.642310833,1
2.642713833,0
2.643228292,1
2.643603792,0
2.644117542,1
2.644493458,0
2.645007042,1
2.645383083,0
2.645896375,1
2.646272333,0
2.646785875,1
2.647162125,0
2.647675458,1
2.648051750,0
2.648564625,1
2.648941333,0
2.649453958,1
2.650303083,0
2.650816000,1
2.651192500,0
2.651705208,1
2.652082167,0
2.652594583,1
2.652971625,0
2.653484000,1
2.653861208,0
2.654817958,1
2.655196083,0
2.655707417,1
2.656085833,0
2.656596750,1
2.657364292,0
2.657875167,1
2.671662417,0
2.672232417,1
2.672552500,0
2.673566292,1
2.673912583,0
2.674455417,1
2.675246375,0
2.676234167,1
2.676582667,0
2.677123208,1
2.677916583,0
2.678457792,1
2.678806708,0
2.679791750,1
2.680166583,0
2.680681208,1
2.681056292,0
2.681570417,1
2.681946000,0
2.682459750,1
2.682863375,0
2.683376958,1
2.683752958,0
2.684266417,1
2.684642625,0
2.685155833,1
2.685532167,0
2.686045792,1
2.686421542,0
2.686934792,1
2.687311208,0
2.687824333,1
2.688200875,0
2.688713208,1
2.689090292,0
2.689602833,1
2.690452125,0
2.690964667,1
2.691341667,0
2.691854042,1
2.692231208,0
2.692743458,1
2.693120750,0
2.693632875,1
2.694010167,0
2.694966917,1
2.695345625,0
2.695856250,1
2.696236125,0
2.696745583,1
2.697513292,0
2.698024250,1
2.712825625,0
2.713396333,1
2.713715458,0
2.714729833,1
2.715075458,0
2.715619000,1
2.716409917,0
2.717397375,1
2.717746042,0
2.718287083,1
2.719079625,0
2.719621250,1
2.719969917,0
2.720955292,1
