2.721305875,0
2.721844625,1
2.722219667,0
2.722734042,1
2.723109375,0
2.723623375,1
2.724026458,0
2.724540333,1
2.724916458,0
2.725430000,1
2.725805792,0
2.726319792,1
2.726695292,0
2.727208917,1
2.727585042,0
2.728098042,1
2.728474667,0
2.728987625,1
2.729364083,0
2.729876750,1
2.730253833,0
2.730766333,1
2.731615542,0
2.732128625,1
2.732505083,0
2.733017500,1
2.733394667,0
2.733907083,1
2.734284125,0
2.734796750,1
2.735173750,0
2.736130417,1
2.736510292,0
2.737019625,1
2.737398083,0
2.737909000,1
2.738676167,0
2.739187958,1
2.752975083,0
2.753545125,1
2.753865083,0
2.754878833,1
2.755225292,0
2.755768000,1
2.756559542,0
2.757546417,1
2.757895000,0
2.758436167,1
2.759229417,0
2.759770250,1
2.760119583,0
2.761104208,1
2.761456083,0
2.761993542,1
2.762368917,0
2.762883000,1
2.763258417,0
2.763772417,1
2.764175792,0
2.764689375,1
2.765065458,0
2.765579000,1
2.765954792,0
2.766468833,1
2.766844417,0
2.767357875,1
2.767734417,0
2.768247250,1
2.768623833,0
2.769136750,1
2.769513167,0
2.770025917,1
2.770402875,0
2.770915458,1
2.771764500,0
2.772277708,1
2.772654208,0
2.773166583,1
2.773543625,0
2.774056125,1
2.774433250,0
2.774945833,1
2.775322750,0
2.776279292,1
2.776660583,0
2.777168583,1
2.777547375,0
2.778058083,1
2.778825167,0
2.779337042,1
2.793124500,0
2.793694250,1
2.794014208,0
2.795027917,1
2.795373875,0
2.795917292,1
2.796708625,0
2.797695625,1
2.798044417,0
2.798585167,1
2.799378792,0
2.799919375,1
2.800268333,0
2.801253292,1
2.801628000,0
2.802142583,1
2.802517917,0
2.803032000,1
2.803407583,0
2.803921458,1
2.804324833,0
2.804838500,1
2.805214625,0
2.805727875,1
2.806103958,0
2.806617792,1
2.806993500,0
2.807507000,1
2.807883458,0
2.808396167,1
2.808772875,0
2.809285792,1
2.809662250,0
2.810175000,1
2.810552000,0
2.811064417,1
2.811913625,0
2.812426708,1
2.812803250,0
2.813315750,1
2.813692750,0
2.814204958,1
2.814582250,0
2.815094958,1
2.815471875,0
2.816428375,1
2.816809375,0
2.817317625,1
2.817696250,0
2.818207333,1
2.818974417,0
2.819485875,1
2.833273125,0
2.833843458,1
2.834163125,0
2.835177042,1
2.835523208,0
2.836066208,1
2.836857583,0
2.837844833,1
2.838192417,0
2.838733958,1
2.839527250,0
2.840068292,1
2.840416958,0
2.841402417,1
2.841777208,0
2.842291667,1
2.842667083,0
2.843181083,1
2.843556792,0
2.844070583,1
2.844473958,0
2.844987625,1
2.845363792,0
2.845877667,1
2.846253167,0
2.846766542,1
2.847142750,0
2.847655708,1
2.848032500,0
2.848545250,1
2.848922000,0
2.849434792,1
2.849811375,0
2.850324167,1
2.850701167,0
2.851213542,1
2.852062833,0
2.852575708,1
2.852952375,0
2.853464917,1
2.853841917,0
2.854354292,1
2.854731375,0
2.855244000,1
2.855621125,0
2.856577583,1
2.856981375,0
2.857466500,1
2.857845167,0
2.858356542,1
2.859123375,0
2.859635250,1
9.962666667,1
